489|7|>10000|0|-1
490|18|Unknown|1|2
491|5|501-1000|1|3
492|19|Unknown|1|3
493|6|0-500|7|0
494|8|5001-10000|0|2
495|9|501-1000|4|2
496|8|0-500|1|1
497|14|5001-10000|1|3
498|7|501-1000|6|2
499|3|501-1000|1|3
500|12|1001-5000|5|2
501|3|Unknown|0|3
502|12|>10000|7|0
503|11|1001-5000|0|2
504|17|5001-10000|0|2
505|15|501-1000|0|4
506|18|1001-5000|4|0
507|5|1001-5000|1|3
508|14|501-1000|1|2
509|3|1001-5000|1|2
510|17|0-500|7|-1
511|10|5001-10000|7|3
512|3|1001-5000|4|1
513|6|501-1000|7|0
514|0|1001-5000|1|2
515|4|1001-5000|2|3
516|8|1001-5000|6|2
517|6|1001-5000|0|2
518|17|1001-5000|1|2
519|3|1001-5000|0|2
520|11|0-500|3|2
521|15|5001-10000|1|2
522|2|1001-5000|0|2
523|2|Unknown|2|2
524|9|0-500|1|3
525|14|501-1000|4|1
526|13|1001-5000|1|2
527|15|1001-5000|1|1
528|5|501-1000|7|2
529|10|5001-10000|5|3
530|4|0-500|1|3
531|15|501-1000|0|3
532|1|1001-5000|3|0
533|1|5001-10000|0|1
534|10|1001-5000|0|2
535|16|1001-5000|0|4
536|8|5001-10000|7|0
537|14|5001-10000|4|1
538|5|1001-5000|5|3
539|17|0-500|4|2
540|7|1001-5000|0|2
541|18|0-500|0|0
542|10|5001-10000|2|2
543|9|5001-10000|0|2
544|15|501-1000|2|1
545|6|5001-10000|4|3
546|17|1001-5000|1|0
547|14|1001-5000|5|4
548|19|5001-10000|1|1
549|18|1001-5000|5|2
550|16|501-1000|1|1
551|5|1001-5000|0|1
552|14|0-500|1|4
553|1|501-1000|6|2
554|15|0-500|7|2
555|13|501-1000|0|2
556|16|5001-10000|0|3
557|5|0-500|1|0
558|13|1001-5000|2|2
559|10|5001-10000|3|2
560|16|1001-5000|0|3
561|2|0-500|0|-1
562|16|Unknown|0|3
563|0|0-500|1|2
564|5|5001-10000|0|1
565|13|1001-5000|0|3
566|6|5001-10000|5|3
567|6|1001-5000|1|1
568|4|1001-5000|1|0
569|6|0-500|0|2
570|19|5001-10000|2|2
571|7|501-1000|2|1
572|14|0-500|1|2
573|5|0-500|1|2
574|10|5001-10000|0|0
575|7|501-1000|0|2
576|5|5001-10000|1|2
577|11|1001-5000|3|2
578|10|5001-10000|0|1
579|5|0-500|0|0
580|3|5001-10000|2|3
581|19|5001-10000|3|3
582|15|0-500|6|2
583|1|1001-5000|3|3
584|10|0-500|2|3
585|8|5001-10000|4|2
586|17|0-500|6|2
587|11|5001-10000|4|-1
588|16|501-1000|1|1
589|3|1001-5000|8|0
590|11|5001-10000|2|1
591|16|1001-5000|2|4
592|9|5001-10000|0|2
593|16|1001-5000|2|2
594|15|501-1000|2|1
595|13|1001-5000|4|1
596|2|5001-10000|4|1
597|0|5001-10000|0|1
598|2|501-1000|0|1
599|8|1001-5000|3|2
600|13|501-1000|4|0
601|7|0-500|0|2
602|1|Unknown|3|2
603|0|501-1000|2|2
604|12|1001-5000|1|2
605|6|5001-10000|1|2
606|8|1001-5000|2|4
607|15|0-500|7|3
608|19|5001-10000|7|1
609|3|0-500|0|-1
610|5|0-500|0|3
611|17|1001-5000|2|1
612|17|Unknown|0|3
613|9|501-1000|4|3
614|0|5001-10000|0|0
615|15|Unknown|7|1
616|15|501-1000|1|3
617|1|5001-10000|6|2
618|8|1001-5000||3
619|15|>10000|1|3
620|0|5001-10000|3|0
621|0|0-500|1|0
622|13|1001-5000|3|3
623|8|1001-5000|4|3
624|11|0-500|0|1
625|9|1001-5000|4|2
626|16|1001-5000|1|3
627|8|501-1000|1|1
628|6|1001-5000|1|1
629|0|1001-5000|3|1
630|7|1001-5000|8|3
631|16|1001-5000|5|1
632|7|5001-10000|0|2
633|2|1001-5000|3|3
634|8|5001-10000|0|2
635|3|Unknown|1|-1
636|19|0-500|0|2
637|9|501-1000|0|2
638|10|5001-10000|7|2
639|0|5001-10000|2|-1
640|6|0-500|6|1
641|15|0-500|5|4
642|1|5001-10000|4|2
643|3|5001-10000|1|2
644|18|5001-10000|0|2
645|19|5001-10000|4|3
646|12|501-1000|2|1
647|18|501-1000|2|4
648|8|1001-5000|2|-1
649|8|>10000|2|0
650|13|5001-10000|0|3
651|3|Unknown|0|3
652|8|501-1000|2|2
653|8|1001-5000|4|1
654|0|1001-5000|4|2
655|11|5001-10000|4|2
656|13|0-500|0|2
657|1|501-1000|5|0
658|5|501-1000|3|2
659|19|1001-5000|1|3
660|10|5001-10000|0|3
661|2|1001-5000|8|3
662|12|>10000|0|3
663|15|1001-5000|4|3
664|16|>10000|0|3
665|5|1001-5000|7|1
666|15|5001-10000|1|2
667|13|5001-10000|4|0
668|7|5001-10000|2|1
669|5|1001-5000|4|3
670|18|5001-10000|6|1
671|12|>10000|2|2
672|16|0-500|1|3
673|0|5001-10000|0|0
674|4|5001-10000|0|2
675|11|Unknown|1|2
676|2|1001-5000|1|3
677|15|501-1000|1|2
678|2|1001-5000|6|1
679|2|5001-10000|3|1
680|9|0-500|3|2
681|7|1001-5000|9|2
682|11|1001-5000|5|1
683|4|5001-10000|2|0
684|2|1001-5000|4|0
685|12|1001-5000|1|0
686|12|1001-5000|3|2
687|18|1001-5000|0|1
688|19|5001-10000|1|2
689|8|1001-5000|0|1
690|5|5001-10000|2|2
691|19|501-1000|4|2
692|10|501-1000|1|1
693|8|5001-10000|5|1
694|3|5001-10000|1|4
695|3|5001-10000|0|3
696|5|0-500|0|3
697|18|1001-5000|1|3
698|13|0-500|0|1
699|13|0-500|0|3
700|9|Unknown|1|2
701|17|0-500|0|2
702|17|1001-5000|4|1
703|15|5001-10000|1|2
704|5|1001-5000|0|3
705|14|1001-5000|0|1
706|19|501-1000|4|2
707|7|501-1000|2|1
708|3|0-500|5|0
709|11|5001-10000|1|0
710|13|1001-5000|0|2
711|2|501-1000|1|3
712|14|5001-10000|2|0
713|14|5001-10000|4|2
714|0|Unknown|3|1
715|11|501-1000|5|2
716|3|1001-5000|1|0
717|4|1001-5000|4|3
718|16|0-500|1|4
719|10|0-500|4|3
720|4|0-500|3|2
721|1|Unknown|6|3
722|16|5001-10000|5|1
723|8|5001-10000|1|2
724|0|Unknown|0|1
725|15|5001-10000|2|0
726|19|0-500|1|0
727|9|5001-10000|5|3
728|9|501-1000|7|2
729|7|5001-10000|0|0
730|5|1001-5000|0|1
731|8|0-500|5|1
732|8|0-500|6|2
733|4|5001-10000|0|3
734|8|Unknown|0|1
735|6|0-500|1|2
736|14|5001-10000|3|0
737|17|1001-5000|6|3
738|2|1001-5000|0|0
739|6|1001-5000|7|2
740|15|0-500|3|2
741|12|1001-5000|1|0
742|10|Unknown|0|3
743|5|5001-10000|3|3
744|19|1001-5000|1|2
745|5|1001-5000|5|4
746|18|1001-5000|2|0
747|1|Unknown|0|-1
748|1|5001-10000|2|2
749|5|1001-5000|1|1
750|10|5001-10000|3|1
751|4|1001-5000|0|3
752|14|5001-10000|0|0
753|7|Unknown|0|2
754|5|501-1000|2|4
755|13|501-1000|5|-1
756|3|501-1000|1|1
757|9|>10000|6|2
758|3|5001-10000|6|0
759|9|1001-5000|3|4
760|3|501-1000|7|2
761|13|5001-10000|1|3
762|8|1001-5000|5|2
763|12|5001-10000|1|1
764|1|1001-5000|0|0
765|3|501-1000|7|4
766|13|1001-5000|1|2
767|8|1001-5000|8|2
768|7|0-500|1|2
769|16|0-500|1|0
770|0|5001-10000|1|1
771|7|0-500|0|1
772|17|5001-10000|1|0
773|9|5001-10000|0|2
774|13|0-500|2|0
775|15|501-1000|1|0
776|2|0-500|4|2
777|13|1001-5000|3|2
778|13|0-500|3|2
779|13|0-500|8|2
780|16|0-500|1|2
781|4|5001-10000|4|2
782|19|0-500|4|2
783|14|1001-5000|5|0
784|16|501-1000|8|-1
785|14|5001-10000|6|1
786|14|1001-5000|6|2
787|8|1001-5000|1|2
788|6|1001-5000|0|1
789|3|1001-5000|9|2
790|10|5001-10000|2|0
791|11|1001-5000|1|4
792|0|5001-10000|5|0
793|14|0-500|9|1
794|19|5001-10000|7|3
795|14|1001-5000|2|2
796|10|0-500|4|0
797|8|1001-5000|1|3
798|8|0-500|0|2
799|13|1001-5000|6|3
800|13|1001-5000|0|3
801|2|1001-5000|1|3
802|3|>10000|1|2
803|12|1001-5000|4|3
804|19|5001-10000|5|3
805|18|1001-5000|1|2
806|18|Unknown|2|0
807|15|0-500|1|2
808|8|1001-5000|1|2
809|4|0-500|1|1
810|13|501-1000|6|3
811|18|5001-10000|8|2
812|5|501-1000|1|0
813|16|5001-10000|2|1
814|9|5001-10000|4|1
815|9|501-1000|9|2
816|11|501-1000|1|2
817|18|1001-5000|1|2
818|14|Unknown|0|1
819|4|0-500|5|1
820|7|1001-5000|0|2
821|7|1001-5000|1|-1
822|14|501-1000|3|2
823|12|5001-10000|1|0
824|13|5001-10000|2|0
825|19|Unknown|1|2
826|13|0-500|3|3
827|18|Unknown|0|0
828|2|0-500|4|2
829|9|1001-5000|5|0
830|10|501-1000|1|2
831|5|501-1000|0|1
832|13|0-500|4|1
833|7|1001-5000|0|3
834|4|5001-10000|0|2
835|15|1001-5000|3|1
836|16|0-500|0|1
837|16|Unknown|7|2
838|2|5001-10000|7|0
839|8|1001-5000|1|3
840|10|501-1000|0|2
841|0|1001-5000|1|3
842|14|1001-5000|9|2
843|16|501-1000|1|3
844|9|5001-10000|3|1
845|8|1001-5000|4|3
846|7|1001-5000|4|-1
847|8|0-500|0|3
848|10|1001-5000|5|3
849|10|1001-5000|6|1
850|2|5001-10000|5|0
851|4|1001-5000|6|1
852|1|0-500|0|2
853|6|1001-5000|0|3
854|3|1001-5000|0|2
855|1|1001-5000|5|3
856|13|0-500|8|2
857|16|5001-10000|1|1
858|7|5001-10000|2|0
859|10|0-500|3|2
860|1|5001-10000|1|2
861|12|1001-5000|3|1
862|18|Unknown|6|0
863|4|1001-5000|1|2
864|18|1001-5000|3|1
865|17|0-500|0|2
866|16|1001-5000|5|3
867|12|501-1000|5|2
868|12|501-1000|0|2
869|1|1001-5000|7|0
870|4|1001-5000|7|3
871|16|1001-5000|1|2
872|6|1001-5000|0|2
873|10|1001-5000|0|2
874|9|0-500|0|2
875|17|5001-10000|0|2
876|13|5001-10000|4|2
877|16|5001-10000|0|0
878|10|0-500|2|2
879|0|>10000|1|0
880|18|1001-5000|1|4
881|3|501-1000|1|3
882|14|1001-5000|0|2
883|4|Unknown|0|0
884|17|5001-10000|0|3
885|14|1001-5000|1|2
886|10|501-1000|4|1
887|5|5001-10000|0|4
888|7|1001-5000|2|2
889|16|0-500|1|1
890|8|0-500|0|3
891|8|1001-5000|3|2
892|14|1001-5000|0|0
893|12|0-500|0|2
894|12|1001-5000|3|2
895|5|0-500|5|2
896|7|Unknown|1|3
897|11|1001-5000|2|2
898|13|0-500|4|4
899|13|>10000|4|4
900|14|0-500|6|3
901|15|501-1000|2|3
902|14|501-1000|1|2
903|4|1001-5000|2|2
904|19|501-1000|1|3
905|2|1001-5000|0|2
906|3|5001-10000|9|0
907|7|1001-5000|0|3
908|15|5001-10000|0|2
909|5|5001-10000|6|2
910|12|1001-5000|7|2
911|18|5001-10000|0|2
912|8|1001-5000|0|3
913|18|1001-5000|0|3
914|8|5001-10000|3|3
915|1|1001-5000|1|0
916|2|>10000|0|3
917|7|Unknown|2|2
918|5|5001-10000|1|1
919|6|1001-5000|1|3
920|11|5001-10000|4|4
921|16|5001-10000|1|1
922|19|5001-10000|1|1
923|13|5001-10000|8|0
924|14|0-500|0|1
925|12|1001-5000|1|2
926|16|1001-5000|2|0
927|0|0-500|0|0
928|4|1001-5000|0|0
929|11|5001-10000|9|-1
930|7|1001-5000|1|0
931|15|5001-10000|6|2
932|3|1001-5000|2|2
933|7|0-500|0|1
934|12|5001-10000|3|2
935|7|501-1000|3|3
936|14|0-500|0|1
937|10|0-500|4|1
938|16|0-500|0|2
939|2|0-500|4|1
940|15|5001-10000|5|0
941|2|501-1000|0|2
942|13|0-500|0|0
943|7|5001-10000|3|2
944|2|5001-10000|1|2
945|2|1001-5000|6|3
946|16|5001-10000|1|1
947|9|Unknown|1|0
948|14|501-1000|0|3
949|9|1001-5000|5|0
950|17|1001-5000|0|-1
951|2|501-1000|1|2
952|10|501-1000|0|0
953|1|1001-5000|0|3
954|3|1001-5000|7|2
955|17|1001-5000|7|0
956|16|5001-10000|1|2
957|2|1001-5000|3|2
958|14|501-1000|1|2
959|13|1001-5000|2|1
960|11|501-1000|5|1
961|1|501-1000|1|2
962|12|1001-5000|1|3
963|17|1001-5000|0|0
964|6|5001-10000|1|2
965|16|1001-5000|4|0
966|14|Unknown|5|1
967|14|1001-5000|1|2
968|15|0-500|1|1
969|19|1001-5000|1|2
970|1|>10000|5|1
971|8|5001-10000|7|3
972|18|5001-10000|0|2
973|17|501-1000|0|2
974|8|5001-10000|4|1
975|15|Unknown|7|3
976|1|501-1000|9|0
977|1|0-500|9|2
978|17|Unknown|1|3
979|1|1001-5000|1|2
980|16|5001-10000|3|-1
981|0|0-500|1|2
982|18|5001-10000|0|2
983|7|1001-5000|0|0
984|14|1001-5000|6|1
985|17|0-500|1|3
986|3|0-500|5|2
987|4|5001-10000|0|2
988|2|1001-5000|1|1
989|2|5001-10000|6|3
990|10|501-1000|1|1
991|3|1001-5000|5|3
992|17|501-1000|1|4
993|15|1001-5000|1|2
994|13|1001-5000|3|2
995|7|1001-5000|8|0
996|16|501-1000|2|2
997|15|0-500|5|-1
998|17|1001-5000|0|4
999|7|5001-10000|0|0
1000|18|1001-5000|0|-1
1001|6|501-1000|0|0
1002|9|1001-5000|0|3
1003|15|5001-10000|2|3
1004|3|5001-10000|1|1
1005|16|1001-5000|1|3
1006|18|1001-5000|3|2
1007|11|Unknown|3|3
1008|1|1001-5000|0|2
1009|11|501-1000|4|2
1010|17|1001-5000|5|1
1011|16|1001-5000|1|0
1012|17|1001-5000|2|0
1013|8|1001-5000|1|4
1014|2|1001-5000|0|3
1015|10|1001-5000|5|3
1016|4|501-1000|1|-1
1017|9|1001-5000|1|1
1018|18|1001-5000|0|2
1019|13|0-500|0|0
1020|0|501-1000|1|3
1021|3|501-1000|5|3
1022|10|Unknown|0|0
1023|3|1001-5000|4|3
1024|1|1001-5000|1|1
1025|9|1001-5000|1|3
1026|5|5001-10000|1|0
1027|12|1001-5000|3|3
1028|6|0-500|0|-1
1029|12|501-1000|1|0
1030|0|0-500|1|2
1031|16|5001-10000|4|3
1032|8|0-500|7|3
1033|18|1001-5000|9|2
1034|11|1001-5000|4|2
1035|10|>10000|1|3
1036|19|1001-5000|3|1
1037|3|5001-10000|3|3
1038|19|>10000|0|-1
1039|2|5001-10000|1|3
